file,class,confidence,reason_short
tweet_2031716830503461249.png,brand_visual,0.99,manual_batch_ingest: brand-only URL batch
tweet_2031706029474332740.png,brand_visual,0.99,manual_batch_ingest: brand-only URL batch
tweet_2031697002229031020.png,brand_visual,0.99,manual_batch_ingest: brand-only URL batch
tweet_2031679551542358404.png,brand_visual,0.99,manual_batch_ingest: brand-only URL batch
tweet_2031675308311490913.png,brand_visual,0.99,manual_batch_ingest: brand-only URL batch
tweet_2031641088264646796.png,brand_visual,0.99,manual_batch_ingest: brand-only URL batch
tweet_2031626277728432615.png,brand_visual,0.99,manual_batch_ingest: brand-only URL batch
tweet_2031609421097312266.png,brand_visual,0.99,manual_batch_ingest: brand-only URL batch
tweet_2031486220795261157.png,brand_visual,0.99,manual_batch_ingest: brand-only URL batch
tweet_2031442755524706788.png,brand_visual,0.99,manual_batch_ingest: brand-only URL batch
tweet_2031431426407579673.png,brand_visual,0.99,manual_batch_ingest: brand-only URL batch
tweet_2030965498134089887.png,brand_visual,0.99,
tweet_2030963325220401197.png,brand_visual,0.99,
tweet_2030946832180990234.png,brand_visual,0.99,
tweet_2030939216520323370.png,brand_visual,0.99,
tweet_2030939034093248526.png,brand_visual,0.99,
tweet_2030901472007999898.png,brand_visual,0.99,
tweet_2030899275413254251.png,brand_visual,0.99,
tweet_2030826954740691018.png,brand_visual,0.99,
tweet_2030817315772870768.png,brand_visual,0.99,
tweet_2030794197616197765.png,brand_visual,0.99,
tweet_2030789680468488528.png,brand_visual,0.99,
tweet_2030765597974528266.png,brand_visual,0.99,
tweet_2030744908290552253.png,brand_visual,0.99,
tweet_2030734419645075665.png,brand_visual,0.99,
tweet_2030729762298277970.png,brand_visual,0.99,
tweet_2030720204011917320.png,brand_visual,0.99,
tweet_2030714497036394533.png,brand_visual,0.99,
tweet_2030709255339421944.png,brand_visual,0.99,
tweet_2030705386853212320.png,brand_visual,0.99,
tweet_2030690508515995874.png,brand_visual,0.99,
tweet_2030683443726881105.png,brand_visual,0.99,
tweet_2030674437838623202.png,brand_visual,0.99,
tweet_2030629355647578605.png,brand_visual,0.99,
tweet_2030617061580227017.png,brand_visual,0.99,
tweet_2030598937267392959.png,brand_visual,0.99,
tweet_2030579063484469616.png,brand_visual,0.99,
tweet_2030506660360269866.png,brand_visual,0.99,
tweet_2030490951354081634.png,brand_visual,0.99,
tweet_2030428028699038055.png,brand_visual,0.99,
tweet_2030326720604082313.png,brand_visual,0.99,
tweet_2030316041222377855.png,brand_visual,0.99,
tweet_2030312152561746342.png,brand_visual,0.99,
tweet_2030301854899564868.png,brand_visual,0.99,
tweet_2030262306341335443.png,brand_visual,0.99,
tweet_2030189289741692948.png,brand_visual,0.99,
tweet_2030041415426740518.png,brand_visual,0.99,
tweet_2029969979920056562.png,brand_visual,0.99,
tweet_2029949367801483712.png,brand_visual,0.99,
tweet_2029941480983343500.png,brand_visual,0.99,
tweet_2029255596017631306.png,brand_visual,0.99,
tweet_2029201532994928960.png,brand_visual,0.99,
tweet_2029175595720962179.png,brand_visual,0.99,
tweet_2029150138367709466.png,brand_visual,0.99,
tweet_2029106289528185211.png,brand_visual,0.99,
tweet_2028916038415290495.png,brand_visual,0.99,
tweet_2028787551008325901.png,brand_visual,0.99,
tweet_2028471486760038897.png,brand_visual,0.99,
tweet_2028447542640267753.png,brand_visual,0.99,
tweet_2028446284320059422.png,brand_visual,0.99,
tweet_2028444532216672552.png,brand_visual,0.99,
tweet_2028086695179034879.png,brand_visual,0.99,
tweet_2027786026551226808.png,brand_visual,0.99,
tweet_2027747047072231550.png,brand_visual,0.99,
tweet_2026322476427248012.png,brand_visual,0.66,layout-like cf=75.2 ed=0.20 std=86.2
tweet_2026220589938315548.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2025995405159244079.png,brand_visual,0.66,layout-like cf=5.4 ed=0.20 std=95.3
tweet_2018821833458626882.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2018776336194732499.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2018775504027804007.png,brand_visual,0.66,layout-like cf=1.3 ed=0.19 std=53.9
tweet_2018694657639657603.png,brand_visual,0.66,layout-like cf=60.8 ed=0.20 std=84.6
tweet_2018691884848464035.png,brand_visual,0.66,layout-like cf=13.5 ed=0.20 std=104.0
tweet_2018641406936449270.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2018589601594851705.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2018584197292609651.png,brand_visual,0.66,layout-like cf=42.6 ed=0.20 std=106.2
tweet_2018368249759690875.png,brand_visual,0.66,layout-like cf=50.1 ed=0.20 std=95.7
tweet_2018366517067362514.png,brand_visual,0.66,layout-like cf=115.5 ed=0.20 std=64.9
tweet_2018334061379629188.png,brand_visual,0.66,layout-like cf=22.1 ed=0.20 std=100.6
tweet_2018291481639809132.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2017983403145249046.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2017962869472842117.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2017941379075473543.png,brand_visual,0.66,layout-like cf=24.9 ed=0.20 std=97.7
tweet_2017941049981677678.png,brand_visual,0.66,layout-like cf=5.1 ed=0.20 std=107.3
tweet_2017940929446113600.png,brand_visual,0.66,layout-like cf=4.7 ed=0.20 std=111.0
tweet_2017859540927037824.png,brand_visual,0.66,layout-like cf=28.8 ed=0.20 std=81.7
tweet_2017638807772795240.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2017585857478238657.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2017583655590478042.png,brand_visual,0.66,layout-like cf=36.6 ed=0.19 std=87.7
tweet_2017578264378937482.png,brand_visual,0.66,layout-like cf=33.5 ed=0.19 std=83.0
tweet_2017575042964443217.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2017569309673804064.png,brand_visual,0.66,layout-like cf=45.8 ed=0.19 std=66.6
tweet_2017296799447585167.png,brand_visual,0.66,layout-like cf=36.8 ed=0.20 std=52.5
tweet_2017238145570312403.png,brand_visual,0.66,layout-like cf=14.7 ed=0.19 std=34.7
tweet_2016903357860815038.png,brand_visual,0.66,layout-like cf=18.0 ed=0.20 std=72.2
tweet_2016876507969282083.png,brand_visual,0.66,layout-like cf=24.8 ed=0.20 std=82.3
tweet_2016843830365212969.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2016812355707949068.png,brand_visual,0.66,layout-like cf=79.9 ed=0.20 std=74.5
tweet_2016766423914229952.png,brand_visual,0.66,layout-like cf=35.3 ed=0.20 std=117.7
tweet_2016573565080928429.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2016563516719714774.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2016447097516728661.png,brand_visual,0.66,layout-like cf=93.1 ed=0.20 std=65.2
tweet_2016390786397421746.png,brand_visual,0.66,layout-like cf=15.8 ed=0.20 std=86.3
tweet_2016255277029371959.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2016148160796578152.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2016134148235378971.png,brand_visual,0.66,layout-like cf=54.9 ed=0.20 std=76.6
tweet_2015918217235939760.png,brand_visual,0.66,layout-like cf=59.4 ed=0.20 std=82.4
tweet_2015871268176699477.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2015779157624430968.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2015771116741050810.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2015753356501762512.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2015734302856659248.png,brand_visual,0.66,layout-like cf=34.5 ed=0.20 std=62.7
tweet_2015726481314398320.png,brand_visual,0.66,layout-like cf=29.1 ed=0.20 std=69.2
tweet_2015699325075247529.png,brand_visual,0.66,layout-like cf=43.7 ed=0.20 std=82.2
tweet_2015695321087836583.png,brand_visual,0.66,layout-like cf=6.5 ed=0.20 std=93.0
tweet_2015673244980850879.png,brand_visual,0.66,layout-like cf=29.1 ed=0.20 std=101.8
tweet_2015499193700241692.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2015437698702438598.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2015409385720463641.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2015348452063076535.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2015347425079410707.png,brand_visual,0.66,layout-like cf=41.0 ed=0.20 std=74.0
tweet_2015341554651844982.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2015130354953179461.png,brand_visual,0.66,layout-like cf=100.2 ed=0.20 std=82.1
tweet_2015104748425183652.png,brand_visual,0.66,layout-like cf=18.4 ed=0.20 std=93.5
tweet_2015085547031839068.png,brand_visual,0.66,layout-like cf=51.1 ed=0.20 std=88.4
tweet_2015039443900485949.png,brand_visual,0.66,layout-like cf=36.9 ed=0.20 std=78.2
tweet_2015020119714398486.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2014975632191410462.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2014782900466594011.png,brand_visual,0.66,layout-like cf=84.3 ed=0.20 std=91.7
tweet_2014759316603990467.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2014743293146407281.png,brand_visual,0.66,layout-like cf=81.9 ed=0.20 std=76.8
tweet_2014728699472707694.png,brand_visual,0.66,layout-like cf=62.8 ed=0.20 std=102.2
tweet_2014710210355728515.png,brand_visual,0.66,layout-like cf=30.3 ed=0.20 std=103.2
tweet_2014704509063143670.png,brand_visual,0.66,layout-like cf=33.9 ed=0.20 std=49.1
tweet_2014688872840491408.png,brand_visual,0.66,layout-like cf=35.1 ed=0.20 std=87.0
tweet_2014686387518488736.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2014663874679652532.png,brand_visual,0.66,layout-like cf=32.2 ed=0.20 std=38.6
tweet_2014521181919912183.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2014385423142056282.png,brand_visual,0.66,layout-like cf=55.5 ed=0.20 std=101.2
tweet_2014375986507247754.png,brand_visual,0.66,layout-like cf=32.8 ed=0.20 std=66.6
tweet_2014358809121292781.png,brand_visual,0.66,layout-like cf=49.8 ed=0.19 std=61.7
tweet_2014342478904914043.png,brand_visual,0.66,layout-like cf=40.7 ed=0.20 std=61.5
tweet_2014325821771547023.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2014307192157999302.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2014307097190846513.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2014269305610002613.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2014162636313874736.png,brand_visual,0.66,layout-like cf=25.2 ed=0.20 std=36.9
tweet_2013962720153076187.png,brand_visual,0.66,layout-like cf=63.5 ed=0.20 std=54.7
tweet_2013868903940739417.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2013861056221979070.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2013860661579915762.png,brand_visual,0.66,layout-like cf=44.8 ed=0.20 std=107.2
tweet_2013859366558937570.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2013759209318342865.png,brand_visual,0.66,layout-like cf=35.0 ed=0.20 std=64.9
tweet_2013672914890170619.png,brand_visual,0.66,layout-like cf=22.2 ed=0.20 std=58.2
tweet_2013651024859300073.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2013617978655506771.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2013617128088162489.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2013531205703020739.png,brand_visual,0.66,layout-like cf=57.7 ed=0.20 std=81.2
tweet_2013513355420672424.png,brand_visual,0.66,layout-like cf=32.3 ed=0.20 std=41.3
tweet_2013464268713144673.png,brand_visual,0.66,layout-like cf=54.5 ed=0.20 std=87.5
tweet_2013355791357747253.png,brand_visual,0.66,layout-like cf=51.6 ed=0.20 std=89.7
tweet_2013310534397898879.png,brand_visual,0.66,layout-like cf=90.2 ed=0.20 std=80.8
tweet_2013307978300985822.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2013306158635687992.png,brand_visual,0.66,layout-like cf=35.6 ed=0.20 std=90.4
tweet_2013295389084876870.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2013293349201920191.png,brand_visual,0.66,layout-like cf=49.4 ed=0.18 std=91.7
tweet_2013289479767728477.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2013288023819956398.png,brand_visual,0.66,layout-like cf=8.4 ed=0.20 std=58.7
tweet_2013284113780978172.png,brand_visual,0.66,layout-like cf=46.2 ed=0.20 std=90.9
tweet_2013276948747948404.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2013276377785520281.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2013274703394140623.png,brand_visual,0.66,layout-like cf=74.4 ed=0.20 std=100.5
tweet_2013224450507051211.png,brand_visual,0.66,layout-like cf=40.5 ed=0.20 std=88.0
tweet_2013133836356407417.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2013124223288435109.png,brand_visual,0.66,layout-like cf=22.3 ed=0.20 std=111.3
tweet_2013061898984415722.png,brand_visual,0.66,layout-like cf=58.7 ed=0.20 std=86.7
tweet_2013057837946057189.png,brand_visual,0.66,layout-like cf=71.7 ed=0.20 std=85.1
tweet_2012943485586829655.png,brand_visual,0.66,layout-like cf=65.8 ed=0.20 std=91.3
tweet_2012937057585315961.png,brand_visual,0.66,layout-like cf=36.7 ed=0.20 std=83.6
tweet_2012925066237915490.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_2002355869732794727.png,brand_visual,0.66,layout-like cf=66.3 ed=0.20 std=76.3
tweet_1996175653901943061.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1996175223687946414.png,brand_visual,0.66,layout-like cf=23.2 ed=0.20 std=97.3
tweet_1996104663737991269.png,brand_visual,0.66,layout-like cf=9.2 ed=0.20 std=49.1
tweet_1995945199194017925.png,brand_visual,0.66,layout-like cf=3.3 ed=0.20 std=33.1
tweet_1995913620899680740.png,brand_visual,0.66,layout-like cf=60.5 ed=0.20 std=47.0
tweet_1995910758169752059.png,brand_visual,0.66,layout-like cf=10.7 ed=0.20 std=79.6
tweet_1995814398921736373.png,brand_visual,0.66,layout-like cf=28.1 ed=0.20 std=89.5
tweet_1995666763351294147.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1995385143910138217.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1994743526433964430.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1994654878803599852.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1994077067345055946.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1993756195728118181.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1993400496678486410.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1993276818498134045.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1993050706778140734.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1992980017584967708.png,brand_visual,0.66,layout-like cf=55.7 ed=0.20 std=104.3
tweet_1992923999052128676.png,brand_visual,0.66,layout-like cf=77.4 ed=0.20 std=77.9
tweet_1992892873159610841.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1992760439080624421.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1992713120129900573.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1992535252083073413.png,brand_visual,0.66,layout-like cf=114.0 ed=0.20 std=79.6
tweet_1991809108442222618.png,brand_visual,0.66,layout-like cf=86.0 ed=0.20 std=63.4
tweet_1991690791648112913.png,brand_visual,0.66,layout-like cf=40.3 ed=0.19 std=108.1
tweet_1991571542896177176.png,brand_visual,0.66,layout-like cf=42.8 ed=0.20 std=82.8
tweet_1991470123996311953.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1991267302747042183.png,brand_visual,0.66,layout-like cf=35.6 ed=0.20 std=85.5
tweet_1991170660698079431.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1991129700924596303.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1990853763922325735.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1990793834566214067.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1990791707760447836.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1990716265363648692.png,brand_visual,0.66,layout-like cf=77.3 ed=0.20 std=109.0
tweet_1990565944499077142.png,brand_visual,0.66,layout-like cf=51.3 ed=0.20 std=31.8
tweet_1990489123526709423.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1990488424353312960.png,brand_visual,0.66,layout-like cf=59.0 ed=0.20 std=47.4
tweet_1990481183277224025.png,brand_visual,0.66,layout-like cf=24.3 ed=0.19 std=67.3
tweet_1990455538027540684.png,brand_visual,0.66,layout-like cf=6.6 ed=0.20 std=100.3
tweet_1990429950286115325.png,brand_visual,0.66,layout-like cf=21.6 ed=0.20 std=64.1
tweet_1990414599380771121.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1990411493137949101.png,brand_visual,0.66,layout-like cf=85.2 ed=0.20 std=72.8
tweet_1990377226203001084.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1990375541208138209.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1990368577887916322.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1990335550503751829.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1990005092196696083.png,brand_visual,0.66,layout-like cf=31.4 ed=0.20 std=90.5
tweet_1989761759440253187.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1989710777650172306.png,brand_visual,0.66,layout-like cf=36.5 ed=0.20 std=89.3
tweet_1989403613664612810.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1989350030835376283.png,brand_visual,0.66,layout-like cf=41.1 ed=0.20 std=109.9
tweet_1989335865588380141.png,brand_visual,0.66,layout-like cf=63.5 ed=0.20 std=75.3
tweet_1989318864161722535.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1989318380201869437.png,brand_visual,0.66,layout-like cf=50.9 ed=0.20 std=72.2
tweet_1989317179582361707.png,brand_visual,0.66,layout-like cf=20.7 ed=0.20 std=95.1
tweet_1989289956494516647.png,brand_visual,0.66,layout-like cf=30.7 ed=0.20 std=47.5
tweet_1989229310293733798.png,brand_visual,0.66,layout-like cf=91.7 ed=0.20 std=103.1
tweet_1989218677032644747.png,brand_visual,0.66,layout-like cf=47.5 ed=0.20 std=64.2
tweet_1989027518951625032.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1989027302131577046.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1988993617898176983.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1988959799137140966.png,brand_visual,0.66,layout-like cf=118.5 ed=0.20 std=84.9
tweet_1988958830089170944.png,brand_visual,0.66,layout-like cf=17.2 ed=0.20 std=81.3
tweet_1988870883843178964.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1988713725516476592.png,brand_visual,0.66,layout-like cf=11.3 ed=0.20 std=80.5
tweet_1988685034111520888.png,brand_visual,0.66,layout-like cf=41.1 ed=0.20 std=118.0
tweet_1988682304840249494.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1988666350336929969.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1988665770046550326.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1988623007082860776.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1988488050746282435.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1988361481671307501.png,brand_visual,0.66,layout-like cf=1.3 ed=0.20 std=58.8
tweet_1988349385403437506.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1987935553384251446.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1987904637467533313.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1987890015309803689.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1987841859264376876.png,brand_visual,0.66,layout-like cf=75.2 ed=0.20 std=80.8
tweet_1987790693180313923.png,brand_visual,0.66,layout-like cf=57.1 ed=0.20 std=87.2
tweet_1987731993866702921.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1987504071897387227.png,brand_visual,0.66,layout-like cf=49.5 ed=0.19 std=103.7
tweet_1987490408985948288.png,brand_visual,0.66,layout-like cf=49.3 ed=0.20 std=83.6
tweet_1987478233814548754.png,brand_visual,0.66,layout-like cf=64.1 ed=0.20 std=75.5
tweet_1987220322358272205.png,brand_visual,0.66,layout-like cf=54.5 ed=0.20 std=86.2
tweet_1987213627632255219.png,brand_visual,0.66,layout-like cf=66.7 ed=0.20 std=109.9
tweet_1987203716051538370.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1986984822598775070.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1986862660772655320.png,brand_visual,0.66,layout-like cf=26.3 ed=0.20 std=110.7
tweet_1986823026852102349.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1986786276616388721.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1986739937845067897.png,brand_visual,0.66,layout-like cf=61.2 ed=0.20 std=84.4
tweet_1986700944898154607.png,brand_visual,0.66,layout-like cf=84.8 ed=0.19 std=102.2
tweet_1986539086988124425.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1986487521757270216.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1986478689492647967.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1986463640245948891.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1986449326173004273.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1986428642994364905.png,brand_visual,0.66,layout-like cf=66.2 ed=0.20 std=99.8
tweet_1986420974091223144.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1986416319550332975.png,brand_visual,0.66,layout-like cf=28.2 ed=0.20 std=56.7
tweet_1986390353377968520.png,brand_visual,0.66,layout-like cf=23.3 ed=0.20 std=96.5
tweet_1986357703959253166.png,brand_visual,0.66,layout-like cf=43.7 ed=0.20 std=83.3
tweet_1986268789034655826.png,brand_visual,0.66,layout-like cf=47.9 ed=0.20 std=94.5
tweet_1986154437128475117.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1986029306364285155.png,brand_visual,0.66,layout-like cf=45.5 ed=0.20 std=91.2
tweet_1986009371705282601.png,brand_visual,0.66,layout-like cf=112.8 ed=0.20 std=79.4
tweet_1985935108147462322.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1985832542608769485.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1985794570035044861.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1985788265136574627.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1985786999563812885.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1985786103262331385.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1985782930548138449.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1985775761425400200.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1985765414324908495.png,brand_visual,0.66,layout-like cf=38.2 ed=0.20 std=94.4
tweet_1985759647244902651.png,brand_visual,0.66,layout-like cf=16.7 ed=0.19 std=99.5
tweet_1985727323727872077.png,brand_visual,0.66,layout-like cf=30.3 ed=0.20 std=37.7
tweet_1985721046289584445.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1985714647476158782.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1985703094509060404.png,brand_visual,0.66,layout-like cf=82.4 ed=0.20 std=88.1
tweet_1985693853895065663.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1985628357221068906.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1985418556172055028.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1985376785500893549.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1985356140595511688.png,brand_visual,0.66,layout-like cf=94.5 ed=0.20 std=86.5
tweet_1985323129921560999.png,brand_visual,0.66,layout-like cf=93.5 ed=0.20 std=96.6
tweet_1985256481134944731.png,brand_visual,0.99,manual_review: corrected to brand by user
tweet_1985112524958961780.png,brand_visual,0.99,manual_review: corrected to brand by user
